食物编码,食物名称,食部,水分,能量,蛋白质,脂肪,碳水化合物,不溶性膳食纤维 ,胆固醇,灰分,总维生素A,胡萝卜素,视黄醇,硫胺素,核黄素,烟酸  ,维生素 C,维生素 E,钙,磷,钾,钠,镁,铁,锌,硒,铜,锰,备注,
,,%,g,kcal,g,g,g,g,mg,  g,HgRAE,μg,μg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,μg,mg,mg,,
51004,冬菇(干)[毛柄金线菌],86,13.4,277,17.8,1.3,64.6,32.3,0,2.9,3,30,0,0.17,1.4,24.4,5,3.47,55,469,1155,20.4,104,10.5,4.2,7.45,0.45,5.02,,
51005,猴头菇(罐装),100,92.3,21,2,0.2,4.9,4.2,0,0.6,－,－,0,0.01,0.04,0.2,4,0.46,19,37,8,175.2,5,2.8,0.4,1.28,0.06,0.03,,
51006,黄蘑(干),89,39.3,203,16.4,1.5,40.1,18.3,0,2.7,6,70,0,0.15,1,5.8,-,1.26,11,194,1953,6.1,91,22.5,5.26,1.09,0.46,3.09,哈尔滨,
51007,黄蘑(水发),89,90.1,30,4.3,0.4,4.8,4.8,0,0.7,－,－,0,0.04,0.26,1.5,－,0.33,3,51,512,1.6,24,5.9,1.38,0.29,0.21,0.81,哈尔滨,
51008,金针菇(鲜)[智力菇],100,90.2,32,2.4,0.4,6,2.7,0,1,3,30,0,0.15,0.19,4.1,2,1.14,－,97,195,4.3,17,1.4,0.39,0.28,0.14,0.1,,
51009,金针菇(罐装),100,91.6,26,1,-,6.7,2.5,0,0.7,－,－,0,0.01,0.01,0.6,-,0.98,14,23,17,238.2,7,1.1,0.34,0.48,0.01,-,浙江,
51010,口蘑(白蘑),100,9.2,277,38.7,3.3,31.6,17.2,0,17.2,－,－,0,0.07,0.08,44.3,-,8.57,169,1655,3106,5.2,167,19.4,9.04,－,5.88,5.96,北京,
51011,蘑菇(鲜蘑),99,92.4,24,2.7,0.1,4.1,2.1,0,0.7,1,10,0,0.08,0.35,4,2,0.56,6,94,312,8.3,11,1.2,0.92,0.55,0.49,0.11,,
51013,木耳(干)[黑木耳，云耳],100,15.5,265,12.1,1.5,65.6,29.9,0,5.3,8,100,0,0.17,0.44,2.5,－,11.34,247,292,757,48.5,152,97.4,3.18,3.72,0.32,8.86,,
51014,木耳(水发)[黑木耳，云耳],100,91.8,27,1.5,0.2,6,2.6,0,0.5,2,20,0,0.01,0.05,0.2,1,,34,12,52,8.5,57,5.5,0.53,0.46,0.04,0.97,,
51015,平菇[糙皮侧耳，青蘑],93,92.5,24,1.9,0.3,4.6,2.3,0,0.7,1,10,0,0.06,0.16,3.1,4,0.79,5,86,258,3.8,14,1,0.61,1.07,0.08,0.07,,
51016,普中红蘑(干),100,12.3,263,18.4,0.7,58.1,24.6,0,10.5,－,－,0,-,1.16,－,－,－,14,35,169,4.3,－,235.1,3.14,91.7,0.51,3.75,河北,
51017,双孢蘑菇[洋蘑菇],97,92.4,26,4.2,0.1,2.7,1.5,0,0.6,－,－,0,-,0.27,3.2,-,－,2,43,307,2,9,0.9,6.6,6.99,0.45,0.1,福建,
51018,松蘑(干)[松口蘑，松茸],100,16.1,207,20.3,3.2,48.2,47.8,0,12.2,－,－,0,0.01,1.48,－,－,3.09,14,50,93,4.3,－,86,6.22,98.44,10.3,1.63,河北,
51019,香菇(鲜)[香蕈，冬菇],100,91.7,26,2.2,0.3,5.2,3.3,0,0.6,－,－,0,-,0.08,2,1,,2,53,20,1.4,11,0.3,0.66,2.58,0.12,0.25,上海,
51020,香菇(干)[香蕈，冬菇],95,12.3,274,20,1.2,61.7,31.6,0,4.8,2,20,0,0.19,1.26,20.5,5,0.66,83,258,464,11.2,147,10.5,8.57,6.42,1.03,5.47,,
51021,香杏丁蘑(干，大),100,14.1,257,22.4,0.2,53.9,24.9,0,9.4,－,－,0,-,3.11,－,－,－,17,73,238,43.4,－,113.2,7.78,15.3,5.11,2.84,河北,
51022,香杏片口蘑(干),100,15.1,252,33.4,1.5,37.6,22.6,0,12.4,－,－,0,-,1.9,－,－,－,15,77,227,21,－,137.5,7.83,,2.61,3.26,河北,
51023,羊肚菌(干)[干狼肚],100,14.3,321,26.9,7.1,43.7,12.9,0,8,89,1070,0,0.1,2.25,8.8,3,3.58,87,1193,1726,33.6,117,30.7,12.11,4.82,2.34,2.49,甘肃,
51024,银耳(干)[白木耳],96,14.6,261,10,1.4,67.3,30.4,0,6.7,4,50,0,0.05,0.25,5.3,－,1.26,36,369,1588,82.1,54,4.1,3.03,2.95,0.08,0.17,,
51025,珍珠白蘑(干),100,12.1,258,18.3,0.7,56.3,23.3,0,12.6,－,－,0,-,0.02,－,－,－,24,28,284,"
4.4",－,189.8,3.55,78.52,1.03,4.79,"
河北",
51026,榛蘑(半干)[假蜜环菌],77,51.1,178,9.5,3.7,31.9,10.4,0,3.8,3,40,0,0.01,0.69,7.5,-,3.34,11,286,2493,51.3,109,25.1,6.79,2.65,1.45,4.13,哈尔滨,
51027,榛蘑(水发),77,85.6,53,2.8,1.1,9.4,3.1,0,1.1,－,－,0,-,0.2,2.2,－,0.98,3,84,732,15.1,32,7.4,1.99,0.78,0.43,1.21,哈尔滨,
51028,白蘑菇[双孢蘑菇、洋蘑菇],100,91.4,29,3.5,0.4,3.8,－,0,0.9,－,－,0,0.02,0.3,3.5,0.1,－,6,93,350,57,11,1,0.6,－,－,－,台湾,
51029,北风菌[荷叶离褶伞、 一窝羊],77,94.6,17,1.7,0.1,2.9,1.2,0,0.7,-,-,0,0.05,0.38,0.7,－,7.28,3,36,254,1.4,5,1.5,0.47,0.17,0.26,0.09,云南,
51030,草菇[大黑头细花草、稻菇],100,94.6,18,1.1,0.4,3.1,－,0,0.9,－,－,0,0.02,0.03,1.39,－,0.7,5,24,53,332.1,5,1.1,0.33,0.9,0.1,0.09,北京,
51031,茶树菇(干)[柱状田头菇、油茶菇],100,12.2,309,23.1,2.6,56.1,－,0,6,-,-,0,0.32,1.48,39.39,－,－,4,908,2165,6,124,9.3,8.38,7.24,2.76,0.73,江西,
51032,干巴菌,91,86.5,38,3.8,0.4,8,6.3,0,1.3,-,-,0,0.06,1.84,1.2,－,45.14,10,104,328,2.1,11,21,0.78,－,0.3,0.67,云南,
51033,红奶浆菌[多汁乳菇、谷熟菌],94,94,18,1.5,0.4,3.3,2.4,0,0.8,-,-,0,0.03,0.27,1.2,－,－,4,27,245,1.2,5,5.9,0.42,0.13,0.26,0.11,云南,
51034,黄蘑(干),100,11,284,24.6,6.4,46.9,－,0,11.1,10,114,0,0.48,1.46,12.43,－,4.05,33,857,4647,31.9,122,51.3,7.04,6.78,0.47,2.51,吉林,
51035,黄伞菇(干)[多脂鳞伞、黄丝菌],100,10.8,294,22.8,3.2,57.5,－,0,5.7,-,-,0,0.17,1.93,41.38,－,－,4,566,3128,6.4,96,7.6,5.58,13.56,5.39,0.67,北京,
51036,鸡腿菇(干)[毛头鬼伞],100,10.8,294,26.7,2,51.8,－,0,8.7,－,－,0,0.14,1.79,24.99,－,5.01,9,764,4053,68.2,119,6.5,3.95,15.39,1.4,0.72,广东,
51037,鸡油菌[黄丝菌、杏菌],92,91.4,26,2,0.3,5.1,2.6,0,1.2,124,1490,0,0.03,0.39,1.9,－,4.84,12,44,339,2.8,10,2.2,0.54,0.32,0.31,0.15,云南,
51038,鸡枞[蚁枞、伞把菇、鸡枞菌],96,94.5,19,2.5,0.2,2.5,1.3,0,0.4,-,-,0,0.02,0.25,5.5,－,－,4,38,102,3.1,8,1.8,0.46,0.14,0.58,0.12,云南,
51039,鸡枞(干),100,13.6,297,32.8,3.7,44.8,－,0,5.1,6,70,0,0.26,1.22,34.21,－,4.17,8,1005,1312,23.9,116,31.8,7.16,33.44,2.39,2.13,四 川,
51040,鸡枞(油炸)[油鸡枞],100,16.5,646,4.8,66.3,10.2,5.4,0,2.2,-,-,0,0.03,0.24,"
9.20",－,－,"
28","
232","
 367","
1265.7","
33","
31.1",3.26,2.73,"
 1.28",1.16,"
云南",
51041,鸡枞花,86,95,18,2.3,0.3,1.8,0.8,0,0.6,-,-,0,0.2,0.14,1.6,－,11.46,8,73,173,2.7,9,4.7,0.44,0.15,0.36,0.12,云南,
51042,牛肝菌(白)[美味牛肝菌],93,90.2,35,4,0.4,4.5,1.5,0,0.9,-,-,0,0.14,1.11,2.1,－,8.93,5,68,301,2.1,10,2.1,0.98,0.25,0.32,0.19,云南,
51043,牛肝菌(白、干)[美味牛肝菌],100,11.6,296,27.8,1.6,53.3,－,0,5.7,9,108,0,0.32,1.72,43.08,－,4.42,2,528,1571,9.1,47,9.2,5.8,758.8,1.19,3.88,四 川,
51044,牛肝菌(黑)[铜色牛肝菌],95,90.6,32,3.6,0.2,4.8,1.6,0,0.8,-,-,0,0.07,0.31,"
6.60",－,－,"
 2","
60","
 291","
1.3","
8","
2.1","
1.19","
0.34","
 0.37","
0.17","
云南",
51045,"牛肝菌(鲜)[黄皮牛肝菌，
黄皮疣柄牛肝菌、黄癞头]",97,89.7,32,4.3,0.1,5.3,3.9,0,0.6,-,-,0,0.03,0.57,3.2,－,  -,2,49,224,1.6,8,1.4,1.07,0.37,0.35,0.28,云南,
51046,乳牛肝菌(干)[粘盖牛肝菌、松树菌],100,10.5,264,15.3,2.8,66,－,0,5.4,30,357,0,0.86,1.72,67.66,－,6.85,12,391,1481,11.2,55,20.3,5.43,42.45,0.35,1.85,四川,
51047,牛眼睛菌(鲜)[马勃菌],93,86.6,41,5.1,0.3,6.6,4.4,0,1.4,-,  -,0,－,0.25,1.6,－,－,8,141,532,1.8,21,4.1,1.81,0.29,0.14,0.32,云南,
51048,平菇[糙皮侧耳、青蘑],100,94.4,17,1.7,0.1,3.2,－,0,0.6,1,10,0,0.03,0.08,－,－,0.37,4,54,208,13.2,13,0.7,0.57,0.25,0.08,0.05,,
51049,青头菌[变绿红菇、绿菇],95,93.3,20,2.7,0.1,3.1,2.2,0,0.8,-,  -,0,0.01,0.46,4,－,-,4,52,269,1.1,8,1.4,0.67,0.22,0.34,0.1,云南,
51050,松蘑(干)[松茸、松口蘑],100,10.6,273,12.5,3,66.5,－,0,7.4,8,97,0,0.08,1.48,23.42,－,5.48,7,390,2402,31.6,50,156.5,5.49,102.6,1.76,1.13,四川,
51051,杏鲍菇,100,89.6,35,1.3,0.1,8.3,2.1,0,0.7,-,  -,0,0.03,0.14,3.68,－,0.6,13,66,242,3.5,9,0.5,0.39,1.8,0.06,0.04,河南,
51052,血红菇(干),100,7.8,313,22.4,6.7,56,－,0,7.1,-,  -,0,0.13,4.3,26.85,－,－,9,327,3520,2.9,61,25.2,6.03,11.82,2.84,1.09,北京,
51053,元蘑(干)[亚侧耳、冬蘑、黄蘑],100,7.8,245,12.3,1.5,70.3,－,0,8.1,17,202,0,0.16,10.75,33.02,－,3.63,6,369,3877,13.4,131,7.8,1.89,1.45,0.3,3.39,吉林,
51054,竹荪(干)[竹笙、竹参],100,13.9,248,17.8,3.1,60.3,46.4,0,4.9,-,  -,0,0.03,1.75,9.1,－,－,18,289,11882,50,114,17.8,2.2,4.17,2.51,8.47,云南,
51055,榛蘑(干)[小蜜环菌],100,8,329,17.7,10.8,54.6,,0,8.9,40,483,0,0.14,0.71,26.91,－,3.35,9,893,4629,18.7,100,22.4,6,2.38,1.36,1.55,吉林,
51056,蛹虫草(干),100,10.8,302,23.7,-,60.9,16.3,0,4.6,-,  -,0,0.2,0.4,－,20,0,15,1261,337,29.6,134,3.7,7.85,－,0.79,1.46,广东,
52001,发菜(干)[仙菜],100,11.1,259,20.2,0.5,60.8,35,0,7.4,－,－,0,0.15,0.54,0.9,6,0.07,1048,76,217,100.7,129,85.2,1.68,5.23,0.93,3.29,,
52002,海带(鲜)[江白菜],100,94.4,13,1.2,0.1,2.1,0.5,0,2.2,－,－,0,0.02,0.15,1.3,-,1.85,46,22,246,8.6,25,0.9,0.16,9.54,,0.07,青岛,
52003,海带[江白菜，昆布],98,70.5,90,1.8,0.1,23.4,6.1,0,4.2,20,240,0,0.01,0.1,0.8,-,0.85,348,52,761,327.4,129,4.7,0.65,5.84,0.14,1.14,,
52004,海带(浸)[江白菜，昆布],100,94.1,16,1.1,0.1,3,0.9,0,1.7,26,310,0,0.02,0.1,0.9,－,0.08,241,29,222,107.6,61,3.3,0.66,4.9,0.03,1.47,,
52005,海冻菜(干)[石花菜，冻菜],100,15.6,un,5.4,0.1,72.9,－,0,6,－,－,0,0.06,0.2,3.3,-,14.84,167,209,141,380.8,15,2,1.94,15.19,0.12,0.04,山东,
52006,琼脂[紫菜胶洋粉],100,21.1,311,1.1,0.2,76.3,0.1,0,1.3,－,－,0,  -,-,-,-,－,100,7,11,3.3,70,7,6.25,2.1,0.3,1.4,福建,
52007,苔菜(干)[苔条，条浒苔],100,23.7,167,19,0.4,26.3,9.1,0,30.6,－,－,0,0.35,0.4,4,－,－,185,302,410,4955,1257,283.7,3.56,5.59,1.11,-,浙江,
52008,紫菜(干),100,12.7,250,26.7,1.1,44.1,21.6,0,15.4,114,1370,0,0.27,1.02,7.3,2,1.82,264,350,1796,710.5,105,54.9,2.47,7.22,1.68,4.32,,
52009,螺旋藻(干),100,6.5,358,64.7,3.1,18.2,1,0,7.5,3234,38810,0,0.28,1.41,10,-,27.11,137,1317,1506,1624,402,88,2.62,5.24,0.54,1.24,云南,
52010,裙带菜(干)[海芥菜、海木耳],100,9.2,219,25,1.7,41.5,31.1,0,22.6,186,2230,0,0.02,0.07,-,－,-,947,305,335,4411.6,1022,16.4,2.62,15.88,0.12,0.95,辽宁,
52011,海带菜(鲜，姑香牌),100,68.3,112,1.4,7.5,15.3,－,0,7.5,34,402,0,0.04,0.03,-,－,2.37,201,27,44,2511.7,46,2.3,4.93,0.5,0.07,0.33,山东,
061101x,苹果(代表值),85,86.1,53,0.4,0.2,13.7,1.7,0,0.2,4,50,0,0.02,0.02,0.2,3,0.43,4,7,83,1.3,4,0.3,0.04,0.1,0.07,0.03,,
61102,伏苹果,86,87.3,48,0.5,0.1,11.8,1.2,0,0.3,－,－,0,0.04,0.04,0.4,2,0.15,15,7,78,1.3,8,0.3,0.06,0.1,0.07,0.03,北京,
61103,国光苹果,78,85.9,56,0.3,0.3,13.3,0.8,0,0.2,5,60,0,0.02,0.03,0.2,4,0.11,8,14,83,1.3,7,0.3,0.14,0.1,0.07,0.03,,
61104,旱苹果,96,90.8,34,0.4,0.2,8.4,1.7,0,0.2,－,－,0,0.01,0.03,0.1,－,－,－,－,－,－,－,－,－,－,－,－,兰州,
61105,红富士苹果,85,86.9,49,0.7,0.4,11.7,2.1,0,0.3,5,60,0,0.01,－,－,2,1.46,3,11,115,0.7,5,0.7,－,0.98,0.06,0.05,甘肃,
61106,红香蕉苹果,87,86.9,51,0.4,0.2,12.3,0.9,0,0.2,8,100,0,0.01,0.02,0.1,3,0.36,5,8,85,2,3,0.6,0.02,0.14,0.22,0.02,,
61107,红星苹果,85,85,58,0.4,0.1,14.3,0.8,0,0.2,－,10,0,-,0.02,-,1,0.21,2,4,－,2.3,3,0.2,0.02,2.31,0.05,0.01,河北,
61108,红玉苹果,84,84.7,52,0.2,0.2,14.7,4.7,0,0.2,－,10,0,0.02,0.02,0.5,-,－,－,－,－,－,－,－,－,－,－,－,敦煌,
61109,红元帅苹果,84,84.9,60,0.2,0.4,14.3,0.6,0,0.2,3,40,0,0.02,0.01,0.2,3,0.02,2,1,58,0.7,8,0.3,0.09,-,0.04,-,,
61110,黄香蕉苹果,88,85.6,53,0.3,0.2,13.7,2.2,0,0.2,2,20,0,-,0.03,0.3,4,0.79,10,7,84,0.8,5,0.3,0.02,-,0.16,0.03,,
61111,黄元帅苹果,80,84.6,59,0.2,0.3,14.7,1.8,0,0.2,8,90,0,0.02,0.02,0.1,4,0.21,5,5,184,0.6,3,0.3,0.03,0.01,0.13,0.02,,
61112,金元帅苹果,78,86.2,53,0.2,0.1,13.3,1.1,0,0.2,8,90,0,0.05,0.01,0.1,4,0.61,2,5,72,1.7,2,0.2,0.11,0.03,0.14,0.03,,
61113,青香蕉苹果,80,86.3,52,0.3,0.1,13.1,1.3,0,0.2,2,20,0,0.02,0.02,0.2,3,0.37,9,7,83,1.3,4,0.2,0.04,0.07,0.07,0.03,,
61114,秋里蒙苹果,85,87.5,43,0.2,0.2,11.9,3.7,0,0.2,－,－,0,0.03,0.01,"
  0.80","
-",－,－,－,－,－,－,－,－,－,－,－,"
甘肃",
61115,香玉苹果,69,83.4,62,0.5,0.1,15.7,1.7,0,0.3,5,60,0,0.03,0.02,－,"
6.0","
0.84",3,6,173,2.6,3,0.3,0.03,,0.01,0.02,安徽,
61116,印度苹果,90,84,54,0.6,0.2,14.8,4.9,0,0.4,2,20,0,0.04,0.02,0.1,-,－,－,－,－,－,－,－,－,－,－,－,敦煌,
61117,祝光苹果,86,86.7,50,0.4,0.1,12.5,1.5,0,0.3,－,10,0,0.05,0.01,－,2,0.07,3,5,140,1.7,1,0.3,－,－,0.07,0.02,安徽,
61118,倭锦苹果,86,85.8,54,0.2,0.2,13.6,1.7,0,0.2,4,50,0,-,0.01,0.2,1,－,4,－,70,0.6,－,0.6,－,0.03,－,－,,
61119,苹果(罐头),100,89.2,41,0.2,0.2,10.3,1.3,0,0.1,－,－,0,－,－,－,－,－,26,8,50,6.2,7,0.7,0.2,4.64,0.03,0.05,甘肃,
061201x,梨(代表值),82,85.9,51,0.3,0.1,13.1,2.6,0,0.3,2,20,0,0.03,0.03,0.2,5,0.46,7,14,85,1.7,8,0.4,0.1,0.29,0.1,0.06,,
61202,梨(巴梨),79,86.1,51,0.4,0.2,12.9,2.2,0,0.4,－,10,0,0.03,0.05,0.2,11,0.52,6,5,145,1,2,0.2,0.02,－,0.07,0.03,,
61203,长把梨,80,83.1,62,0.8,0.8,14.9,4,0,0.4,－,－,0,0.02,0.07,0.1,3,1.11,9,18,50,3.2,7,0.6,0.13,0.04,0.11,0.08,,
61204,冬果梨,87,86.2,46,0.4,0.2,12.8,4.3,0,0.4,2,20,0,－,0.03,0.2,6,－,－,－,－,－,－,－,－,－,－,－,,
61205,鹅黄梨,68,88.6,41,0.3,0.1,10.7,1.9,0,0.3,－,－,0,0.03,0.02,－,8,1.77,1,13,69,1.7,8,－,－,－,0.1,0.05,安徽,
61206,红肖梨,87,89.1,36,0.2,-,10.5,3.2,0,0.2,1,10,0,0.07,0.46,0.6,4,0.46,11,7,78,3.4,5,0.4,0.04,0.2,0.06,0.06,北京,
61207,锦丰梨,92,85.5,51,0.2,0.1,13.9,3.2,0,0.3,2,20,0,－,－,－,6,－,－,－,－,－,－,－,－,－,－,－,,
61208,京白梨,79,85.3,57,0.2,0.5,13.7,1.4,0,0.3,－,－,0,0.02,0.02,0.2,3,0.08,7,6,105,0.7,9,0.3,0.47,0.63,0.06,0.02,,
61209,库尔勒香梨,91,85.9,42,0.1,0.1,13.4,6.7,0,0.5,－,－,0,－,－,－,－,－,22,19,79,3.7,8,1.2,2.61,2.34,2.54,0.06,敦煌,
61210,莱阳梨,80,84.8,54,0.3,0.2,14.1,2.6,0,0.6,－,－,0,0.03,0.02,0.3,3,0.61,10,8,82,1.8,8,0.4,0.02,0.04,0.08,0.04,,
61211,马蹄黄梨,74,86.8,50,0.3,0.1,12.5,1.3,0,0.3,－,－,0,0.03,0.03,－,10,1.8,2,14,80,3.3,7,0.1,0.05,,0.09,0.06,安徽,
61212,明月梨,81,85.9,54,0.3,0.2,13.3,0.9,0,0.3,－,－,0,0.02,0.03,－,6,2.09,2,14,110,1.4,8,0.4,0.08,0.69,0.07,0.05,,
61213,木梨,80,91,32,0.4,0.1,8.2,1.9,0,0.3,－,－,0,0.01,0.04,0.1,5,0.47,4,13,121,3,6,0.1,0.1,0.2,0.08,0.04,上海,
61214,苹果梨,94,85.4,53,0.2,0.1,13.9,2.3,0,0.4,3,30,0,－,0.01,0.5,4,－,4,19,180,2.4,9,0.4,0.04,3.26,0.12,0.04,,
61215,软梨,68,87.4,32,0.4,0.2,11.7,9.1,0,0.3,2,20,0,－,－,－,-,－,25,19,105,1,12,0.9,1.21,8.43,4.69,0.32,敦煌,
61216,苏梅梨,88,77.4,77,1.2,0.2,20.5,5.7,0,0.7,－,－,0,0.02,0.02,0.1,1,0.66,9,19,39,0.9,10,0.9,0.16,0.04,0.19,0.06,青海,
61217,苏木梨,88,85.6,52,0.6,0.3,13.1,2.5,0,0.4,－,－,0,0.01,0.02,0.4,5,－,－,－,－,－,－,－,－,－,－,－,兰州,
61218,酥梨,72,88,45,0.3,0.1,11.4,1.2,0,0.2,－,－,0,0.03,0.02,－,11,1.82,2,16,76,2.3,8,－,－,－,0.1,0.06,安徽,
61219,酸梨,85,89.6,33,0.1,0.1,9.8,3.7,0,0.4,－,－,0,0.03,0.22,0.8,14,1.28,12,13,102,8.5,11,0.6,2.7,1.62,4.46,0.15,甘肃,
61220,香梨,89,85.8,51,0.3,0.1,13.6,2.7,0,0.2,6,70,0,－,－,0.1,-,－,6,31,90,0.8,7,0.4,0.19,0.22,0.09,0.06,甘肃,
61221,雪花梨,86,88.8,42,0.2,0.1,10.6,0.8,0,0.3,8,100,0,0.01,0.01,0.3,4,0.19,5,6,85,0.6,10,0.3,0.06,0.18,0.08,0.03,,
61222,雪梨,93,78.3,79,0.9,0.1,20.2,3,0,0.5,-,-,0,0.03,－,0.1,1,0.24,12,11,45,1.4,13,0.8,0.25,0.04,0.12,0.08,青海,
61223,鸭广梨,76,82.4,60,0.6,0.2,16.5,5.1,0,0.3,－,－,0,-,0.02,0.3,4,0.48,18,12,110,1,8,0.2,0.02,0.3,0.19,0.06,北京,
61224,鸭梨,82,88.3,45,0.2,0.2,11.1,1.1,0,0.2,1,10,0,0.03,0.03,0.2,4,0.31,4,14,77,1.5,5,0.9,0.1,0.28,0.19,0.06,,
61225,早酥梨,92,85.8,50,0.2,0.2,13.6,3.6,0,0.2,3,40,0,－,－,－,12,－,12,12,137,0.2,6,0.2,0.07,0.37,0.04,0.03,甘肃,
61226,紫酥梨,59,86,51,0.3,0.1,13.3,2,0,0.3,－,－,0,0.03,0.04,－,9,3.64,1,16,86,1.7,7,－,－,－,0.1,0.06,安徽,
61227,鳄梨,100,74.3,171,2,15.3,7.4,2.1,0,1,31,366,0,0.11,0.12,1.9,8,－,－,11,41,599,10,39,1,0.42,－,0.26,0.23,USA
61228,冬果梨(罐头),100,83.6,56,0.3,－,15.9,4.5,0,0.2,－,－,0,0.01,－,－,-,－,－,16,5,13,2,5,1.4,1.36,1.16,0.03,0.06,甘肃
61229,梨(糖水罐头),100,90.4,36,0.5,0.2,8.8,1.4,0,0.1,－,－,0,0.02,0.04,0.2,-,0.02,－,2,3,15,2.1,3,0.3,0.19,-,0.4,0.06,北京
61301,红果[山里红，大山楂],76,73,102,0.5,0.6,25.1,3.1,0,0.8,8,100,0,0.02,0.02,0.4,53,7.32,2.12,52,24,299,5.4,19,0.9,0.28,1.22,0.11,0.24,
61302,红果(干),100,11.1,251,4.3,2.2,78.4,49.7,0,4,5,60,0,0.02,0.18,0.7,2,0.47,－,144,440,440,9.9,－,0.4,0.61,2.7,0.41,0.57,
61901,海棠果[楸子],86,79.9,76,0.3,0.2,19.2,1.8,0,0.4,59,710,0,0.05,0.03,0.2,20,0.25,15,16,263,0.6,13,0.4,0.04,-,0.11,0.11,,
61902,海棠(罐头),100,85.4,56,0.5,0.2,13.6,1.3,0,0.3,－,－,0,-,－,－,-,－,43,11,56,8.8,21,2.3,0.75,6.06,0.06,0.38,甘肃,
61903,沙果,95,81.3,70,0.4,0.1,17.8,2,0,0.4,-,-,0,0.03,－,-,3,0.09,5,14,123,2.1,9,1,0.2,0.48,0.08,0.08,青海,
61904,吊蛋,95,81.7,65,0.8,0.4,16.8,4.4,0,0.3,－,－,0,0.01,－,－,-,2.19,11,9,136,0.6,8,0.2,0.39,1.66,0.09,0.12,甘肃,
61905,面蛋,60,74.5,91,1.6,0.5,21.7,3.3,0,1.7,11,130,0,0.03,－,－,-,4.11,206,56,237,3.8,33,4.3,1.07,2.87,4.71,0.22,甘肃,
61906,酸刺,16,70.7,112,2.8,0.3,25.5,2.2,0,0.7,13,150,0,0.02,0.04,0.2,74,1.52,105,39,259,8.3,24,11.7,1.1,4.49,8.51,0.47,甘肃,
61907,蛇果,84,84.4,59,0.1,0.2,14.9,,0,0.4,1,16,0,0.03,-,0.04,2,-,5,21,14,3.1,6,0.1,0.08,-,0.02,0.01,,
062101x,桃(代表值),89,88.9,42,0.6,0.1,10.1,1,0,0.4,2,20,0,0.01,0.02,0.3,10,0.71,6,11,127,1.7,8,0.3,0.14,0.47,0.06,0.07,,
62102,白粉桃,93,92.7,26,1.3,0.1,5.5,0.9,0,0.4,－,－,0,0.01,0.04,0.2,9,－,7,－,－,－,－,－,－,－,－,－,兰州,
62103,高山白桃,69,88.5,42,0.7,0.2,10.1,1.3,0,0.5,2,20,0,0.04,0.01,,10,1.05,7,11,169,0.7,4,0.8,0.13,,0.05,0.04,安徽,
62104,旱久保桃,89,87.3,48,0.9,0.1,11.3,0.8,0,0.4,1,10,0,0.03,0.02,0.8,10,0.53,12,18,144,1.8,10,0.2,0.13,0.1,0.06,0.1,北京,
62105,桃(黄桃),93,85.2,56,0.5,0.1,14,1.2,0,0.2,8,90,0,-,0.01,0.3,9,0.92,－,7,－,－,－,－,－,0.83,－,－,杭州,
62106,金红桃,88,92.2,28,0.7,0.1,6.6,1,0,0.4,－,－,0,－,0.03,0.2,9,－,－,－,－,－,－,－,－,－,－,－,兰州,
62107,桃(久保桃),94,89,42,0.6,0.1,10,0.6,0,0.3,－,－,0,0.04,0.04,1.2,8,1.15,10,16,100,2,8,0.4,0.14,0.1,0.04,0.12,,
62115,蜜桃,88,87.9,46,0.6,0.1,11,0.6,0,0.4,1,10,0,0.01,0.02,0.6,4,1,4,8,77,1.7,4,0.2,0.15,0.23,0.06,0.08,河北,
62109,蒲桃,69,88.7,39,0.5,0.2,10.2,2.8,0,－,－,－,0,-,0.02,0.1,25,0.7,4,14,109,1,13,0.3,0.17,4.32,0.08,0.07,广东,
62110,庆丰桃,93,88.8,42,0.6,0.1,10.1,0.9,0,0.4,－,－,0,0.01,0.02,0.1,－,0.76,－,2,57,2.1,12,0.3,－,-,0.06,0.04,河北,
62111,晚桃(黄),75,89,41,0.7,0.2,9.6,1,0,0.5,2,20,0,0.05,0.01,－,11,0.21,6,13,168,0.5,4,0.3,0.17,－,0.07,0.02,安徽,
62112,五月鲜桃,93,89.4,41,0.4,0.1,10,0.9,0,0.1,－,－,0,-,0.03,-,-,0.67,7,2,－,1.7,10,0.3,0.14,-,0.05,0.37,河北,
62113,早桃(黄),73,89,41,0.4,0.1,10.1,1.1,0,0.4,5,60,0,0.05,0.02,－,12,0.71,4,10,155,1.3,3,0.4,0.1,－,0.08,0.03,安徽,
62116,桃(糖水罐头),100,84.9,60,0.3,0.2,14.5,－,0,0.1,－,－,0,-,0.04,0.2,-,0.75,3,9,63,2.7,5,0.1,0.25,－,0.05,0.03,河北,
62201,李子,91,90,38,0.7,0.2,8.7,0.9,0,0.4,13,150,0,0.03,0.02,0.4,5,0.74,8,11,144,3.8,10,0.6,0.14,0.23,0.04,0.16,,
62202,李子杏,92,89.9,37,1,0.1,8.6,1.1,0,0.4,7,80,0,0.03,0.01,0.5,16,－,3,11,103,1.5,－,0.2,0.23,0.09,－,－,郑州,
62203,梅[青梅],93,91.1,34,0.9,0.9,6.2,1,0,0.9,－,－,0,－,－,－,－,－,11,36,－,－,－,－,－,－,－,－,江苏,
62204,杏,91,89.4,38,0.9,0.1,9.1,1.3,0,0.5,38,450,0,0.02,0.03,0.6,4,0.95,14,15,226,2.3,11,0.6,0.2,0.2,0.11,0.06,,
